isbn,title,author,price,nstc,format,publisher,release_date,Language,store_stock,store_location,nur,thema_codes,libris_url,cover_url
9781841596105,Cat Stories,Diana Secker Tesdell,9.99,2468218,Paperback,Everyman's Library,22/06/2022,ENG,0,Fictie - Engelstalig ,,,https://libris.nl/9781841596105,https://images.mind-books.nl/libris/book/cover/9781841596105
9781841597553,Japanese Haiku Poems,Peter Washington,7.5,2468767,Paperback,Everyman's Library,09/11/2016,ENG,1,Fictie - Engelstalig ,,,https://libris.nl/9781841597553,https://images.mind-books.nl/libris/book/cover/9781841597553
9781842552148,Tales from Earthsea,Ursula K. Le Guin,10,2468439,Paperback,Gollancz,15/05/2020,ENG,0,Fictie - Engelstalig ,,,https://libris.nl/9781842552148,https://images.mind-books.nl/libris/book/cover/9781842552148
9781843681557,A Memoir of Vincent Van Gogh,"VAN GOGH-BONGER,  Jo",22.5,2468721,Paperback,Pallas Athene,03/12/2022,ENG,6,Fictie - Engelstalig ,,,https://libris.nl/9781843681557,https://images.mind-books.nl/libris/book/cover/9781843681557
9781844087471,The Tortoise And The Hare,Elizabeth Jenkins,9.99,2468434,e-book,Virago Press Ltd,16/08/2022,ENG,0,Online kopen,,,https://libris.nl/9781844087471,https://images.mind-books.nl/libris/book/cover/9781844087471
9781846046384,Man's Search For Meaning,Viktor E Frankl,9.99,2468584,e-book,Ebury Publishing,13/10/1996,ENG,0,Online kopen,,,https://libris.nl/9781846046384,https://images.mind-books.nl/libris/book/cover/9781846046384
9781846276484,When the Rivers Run Dry,Fred Pearce,15,2468738,Paperback,Granta Books,16/08/2025,ENG,0,Fictie - Engelstalig ,,,https://libris.nl/9781846276484,https://images.mind-books.nl/libris/book/cover/9781846276484
9781846276675,Jokes for the Gunmen,Mazen Maarouf,17.5,2468797,Paperback,Granta Books,06/02/2024,ENG,0,Fictie - Engelstalig ,,,https://libris.nl/9781846276675,https://images.mind-books.nl/libris/book/cover/9781846276675
9781846976223,Hex,Jenni Fagan,15.99,2468265,midprice,Birlinn General,22/06/2014,ENG,0,Fictie - Engelstalig ,,,https://libris.nl/9781846976223,https://images.mind-books.nl/libris/book/cover/9781846976223
9781847496041,Middlemarch,George Eliot,7.5,2468662,Gebonden,Alma Books Ltd,09/11/2016,ENG,0,Fictie - Engelstalig ,,,https://libris.nl/9781847496041,https://images.mind-books.nl/libris/book/cover/9781847496041
9781847497888,A Room of One's Own,Virginia Woolf,15.99,2468280,Paperback,Alma Books Ltd,06/02/2005,ENG,0,Fictie - Engelstalig ,,,https://libris.nl/9781847497888,https://images.mind-books.nl/libris/book/cover/9781847497888
9781847498007,Finnegans Wake,James Joyce,9.99,2468383,e-book,Alma Books Ltd,22/06/2023,ENG,0,Online kopen,,,https://libris.nl/9781847498007,https://images.mind-books.nl/libris/book/cover/9781847498007
9781847921062,Legacy of Violence,Caroline Elkins,12.5,2468702,Paperback,Vintage Publishing,22/06/2013,ENG,0,Fictie - Engelstalig ,,,https://libris.nl/9781847921062,https://images.mind-books.nl/libris/book/cover/9781847921062
9781847926616,Homelands,"GARTON ASH,  Timothy",10,2468374,Gebonden,Vintage Publishing,22/06/2014,ENG,0,Fictie - Engelstalig ,,,https://libris.nl/9781847926616,https://images.mind-books.nl/libris/book/cover/9781847926616
9781847942371,Messengers,Stephen Martin ; Joseph Marks,15,2468843,Gebonden,Cornerstone,06/02/2025,ENG,0,Fictie - Engelstalig ,,,https://libris.nl/9781847942371,https://images.mind-books.nl/libris/book/cover/9781847942371
9781847942647,Talk to Me,James Vlahos,9.99,2468480,Gebonden,Cornerstone,06/02/2021,ENG,0,Fictie - Engelstalig ,,,https://libris.nl/9781847942647,https://images.mind-books.nl/libris/book/cover/9781847942647
9781849181792,Lucky Luke 44 - Lucky Luke Versus Pat Poker,Morris,9.99,2468401,e-book,Cinebook Ltd,22/06/2021,ENG,0,Online kopen,,,https://libris.nl/9781849181792,https://images.mind-books.nl/libris/book/cover/9781849181792
9781849499729,Vogue on: Dolce & Gabbana,Luke Leitch ; Ben Evans,15.99,2468697,Gebonden,Quadrille Publishing Ltd,22/06/2017,ENG,0,Fictie - Engelstalig ,,,https://libris.nl/9781849499729,https://images.mind-books.nl/libris/book/cover/9781849499729
9781849763691,Shape of Light: 100 Years of Photography and Abstract Art,"BAKER,  Simon",10,2468623,Paperback,Tate Publishing,08/04/2023,ENG,0,Fictie - Engelstalig ,,,https://libris.nl/9781849763691,https://images.mind-books.nl/libris/book/cover/9781849763691
9781851245970,A Splendour of Succulents & Cacti,Caroline Ball,9.95,2469056,Paperback,Bodleian Library,09/11/2020,ENG,1,Fictie - Engelstalig ,,,https://libris.nl/9781851245970,https://images.mind-books.nl/libris/book/cover/9781851245970
9781851685554,The Ethnic Cleansing of Palestine,Ilan Pappe,15.99,2468985,Paperback,Oneworld Publications,16/08/2020,ENG,0,Fictie - Engelstalig ,,,https://libris.nl/9781851685554,https://images.mind-books.nl/libris/book/cover/9781851685554
9781851779925,Kimono,Anna Jackson,9.99,2468417,e-book,V & A Publishing,16/08/2005,ENG,0,Online kopen,,,https://libris.nl/9781851779925,https://images.mind-books.nl/libris/book/cover/9781851779925
9781852848156,Pembrokeshire Coast Path,Unknown Author,12.5,2468470,Gebonden,Cicerone,06/02/2011,ENG,0,Fictie - Engelstalig ,,,https://libris.nl/9781852848156,https://images.mind-books.nl/libris/book/cover/9781852848156
9781855145344,The Royals,Rab MacGibbon,9.95,2468952,Paperback,NP,16/08/2020,ENG,0,Fictie - Engelstalig ,,,https://libris.nl/9781855145344,https://images.mind-books.nl/libris/book/cover/9781855145344
9781857336719,Egypt,Unknown Author,15.99,2469079,e-book,Culture Smart!,22/06/2021,ENG,0,Online kopen,,,https://libris.nl/9781857336719,https://images.mind-books.nl/libris/book/cover/9781857336719
9781857548372,Averno,Louise Gluck,10,2468536,Paperback,Carcanet Press Ltd,08/04/2023,ENG,0,Fictie - Engelstalig ,,,https://libris.nl/9781857548372,https://images.mind-books.nl/libris/book/cover/9781857548372
9781857988062,Last And First Men,Olaf Stapledon,15.99,2468232,Paperback,Gollancz,16/08/2004,ENG,0,Fictie - Engelstalig ,,,https://libris.nl/9781857988062,https://images.mind-books.nl/libris/book/cover/9781857988062
9781909621978,The House of Mirth,Edith Wharton,15.99,2468214,Paperback,Macmillan Collector's Library,22/06/2018,ENG,0,Fictie - Engelstalig ,,,https://libris.nl/9781909621978,https://images.mind-books.nl/libris/book/cover/9781909621978
9781912464500,The Memoirs of Sherlock Holmes,Arthur Conan Doyle,9.99,2468597,e-book,Baker Street Press,13/10/2009,ENG,0,Online kopen,,,https://libris.nl/9781912464500,https://images.mind-books.nl/libris/book/cover/9781912464500
9781912854523,The Animals in That Country,Laura Jean McKay,22.5,2468444,Paperback,Scribe Publications,22/06/2018,ENG,0,Fictie - Engelstalig ,,,https://libris.nl/9781912854523,https://images.mind-books.nl/libris/book/cover/9781912854523
9781912983407,Beer and Veg,Mark Dredge,22.5,2468589,Paperback,"Ryland, Peters & Small Ltd",13/10/2001,ENG,0,Fictie - Engelstalig ,,,https://libris.nl/9781912983407,https://images.mind-books.nl/libris/book/cover/9781912983407
9781914484117,Watersong,Clarissa Goenawan,9.99,2468367,e-book,Scribe Publications,15/05/2023,ENG,0,Online kopen,,,https://libris.nl/9781914484117,https://images.mind-books.nl/libris/book/cover/9781914484117
9781914484643,Thirst,Marina Yuszczuk,9.95,2468235,Paperback,Scribe Publications,16/08/2007,ENG,3,Fictie - Engelstalig ,,,https://libris.nl/9781914484643,https://images.mind-books.nl/libris/book/cover/9781914484643
9781914602399,Sense and Sensibility Gift Set,Chiltern Publishing,15,2468568,Paperback,Chiltern Publishing,10/09/2013,ENG,0,Fictie - Engelstalig ,,,https://libris.nl/9781914602399,https://images.mind-books.nl/libris/book/cover/9781914602399
9781935654803,"Knights of Sidonia, Vol. 1",Tsutomu Nihei,9.99,2468934,Paperback,Vertical Inc.,16/08/2025,ENG,0,Fictie - Engelstalig ,,,https://libris.nl/9781935654803,https://images.mind-books.nl/libris/book/cover/9781935654803
9781955757201,A Queen of Ruin,K F Breene,9.99,2468619,Paperback,"Hazy Dawn Press, Inc.",13/10/1994,ENG,0,Fictie - Engelstalig ,,,https://libris.nl/9781955757201,https://images.mind-books.nl/libris/book/cover/9781955757201
9781962201179,Fake Rebellion Vol 2,Yuchan,12.5,2468219,Paperback,Alien Books,22/06/2023,ENG,1,Fictie - Engelstalig ,,,https://libris.nl/9781962201179,https://images.mind-books.nl/libris/book/cover/9781962201179
9781974714827,"Jujutsu Kaisen, Vol. 6",Gege Akutami,9.95,2468718,Paperback,"Viz Media, Subs. of Shogakukan Inc",03/12/2019,ENG,9,Fictie - Engelstalig ,,,https://libris.nl/9781974714827,https://images.mind-books.nl/libris/book/cover/9781974714827
9781974725953,Demon Slayer: Kimetsu no Yaiba Complete Box Set,Koyoharu Gotouge,7.5,2468818,Paperback,"Viz Media, Subs. of Shogakukan Inc",09/11/2024,ENG,0,Fictie - Engelstalig ,,,https://libris.nl/9781974725953,https://images.mind-books.nl/libris/book/cover/9781974725953
9781974731022,"Komi Can't Communicate, Vol. 19",Tomohito Oda,9.95,2468507,Paperback,"Viz Media, Subs. of Shogakukan Inc",04/03/2023,ENG,4,Fictie - Engelstalig ,,,https://libris.nl/9781974731022,https://images.mind-books.nl/libris/book/cover/9781974731022
9781990259197,Dirty Lying Faeries,Sabrina Blackburry,9.99,2468523,Paperback,Wattpad Books,08/04/2010,ENG,0,Fictie - Engelstalig ,,,https://libris.nl/9781990259197,https://images.mind-books.nl/libris/book/cover/9781990259197
9782067127166,Trentino-Alto Adige,NULL,15.99,2468492,Paperback,"Terra - Lannoo, Uitgeverij",04/03/2008,FRE,2,Anderstalig ,,,https://libris.nl/9782067127166,https://images.mind-books.nl/libris/book/cover/9782067127166
9782080231987,Le voyage dans l'est,"ANGOT,  Christine",12.5,2468862,e-book,Flammarion,29/12/2024,FRE,0,Online kopen,,,https://libris.nl/9782080231987,https://images.mind-books.nl/libris/book/cover/9782080231987
9782226472731,Tenir debout,MÃƒÂ©lissa Da Costa,9.95,2468571,audiobook,Albin Michel,10/09/2016,FRE,1,Online kopen,,,https://libris.nl/9782226472731,https://images.mind-books.nl/libris/book/cover/9782226472731
9782845639614,Un appartement ÃƒÂ  Paris,"MUSSO,  Guillaume",22.5,2468943,Gebonden,XO,13/09/2025,FRE,0,Anderstalig ,,,https://libris.nl/9782845639614,https://images.mind-books.nl/libris/book/cover/9782845639614
9782884719544,De ark van Rataplan,Jul,22.5,2468171,pocket,Lucky Comics,15/05/2011,NL,2,Strips - kinderboeken,,,https://libris.nl/9782884719544,https://images.mind-books.nl/libris/book/cover/9782884719544
9783462049947,How to be Good,Nick Hornby,12.5,2468643,Paperback,Kiepenheuer & Witsch,22/06/2012,DUI,0,Anderstalig ,,,https://libris.nl/9783462049947,https://images.mind-books.nl/libris/book/cover/9783462049947
9783492312394,Der Junge muss an die frische Luft,"KERKELING,  Hape",9.99,2468356,e-book,Piper,15/05/2012,DUI,0,Online kopen,,,https://libris.nl/9783492312394,https://images.mind-books.nl/libris/book/cover/9783492312394
9783570103777,Was sie nicht wusste,Nicci French,10,2468683,Paperback,C.Bertelsmann,08/04/2025,DUI,0,Anderstalig ,,,https://libris.nl/9783570103777,https://images.mind-books.nl/libris/book/cover/9783570103777
9783734113567,Das Echo der Schuld,Charlotte Link,22.5,2468462,Paperback,Blanvalet,06/02/2003,DUI,0,Anderstalig ,,,https://libris.nl/9783734113567,https://images.mind-books.nl/libris/book/cover/9783734113567
9783763343614,Picos de Europa (wf) 50T GPS Tal- & Bergwanderungen,Unknown Author,12.5,2468861,e-book,Rother,28/12/2024,DUI,0,Online kopen,,,https://libris.nl/9783763343614,https://images.mind-books.nl/libris/book/cover/9783763343614
9783791356235,The Cathedral of Music,Caroline Bertelsmann ; Archivo Storico Ricordi,15,2468308,Paperback,Prestel,01/01/2000,ENG,0,Fictie - Engelstalig ,,,https://libris.nl/9783791356235,https://images.mind-books.nl/libris/book/cover/9783791356235
9783791357218,Masterworks of Architectural Drawing,"BENEDIK,  Christian",15.99,2468375,Paperback,Prestel,22/06/2015,ENG,0,Fictie - Engelstalig ,,,https://libris.nl/9783791357218,https://images.mind-books.nl/libris/book/cover/9783791357218
9783829740654,Marco Polo Wegenkaart 04 Berlijn - Brandenburg,Unknown Author,9.99,2468370,e-book,Marco Polo Kaarten,22/06/2019,NL,0,Online kopen,,,https://libris.nl/9783829740654,https://images.mind-books.nl/libris/book/cover/9783829740654
9783829741514,MARCO POLO Cityplan Athen 1:12 000,Unknown Author,10,2468938,Paperback,Marco Polo Kaarten,16/08/2025,DUI,1,Anderstalig ,,,https://libris.nl/9783829741514,https://images.mind-books.nl/libris/book/cover/9783829741514
9783836527835,Chagall,Ingo F. Walther ; Rainer Metzger,10,2468521,Paperback,Taschen GmbH,08/04/2008,ENG,0,Non fictie - Engelstalig ,,,https://libris.nl/9783836527835,https://images.mind-books.nl/libris/book/cover/9783836527835
9783836585606,Witchcraft. The Library of Esoterica,Jessica Hundley ; Pam Grossman,9.99,2468724,Paperback,Taschen GmbH,03/12/2019,ENG,0,Non fictie - Engelstalig ,,,https://libris.nl/9783836585606,https://images.mind-books.nl/libris/book/cover/9783836585606
9783836588614,All-American Ads of the 80s,Steven Heller,22.5,2468156,Gebonden,Taschen GmbH,01/02/2014,ENG,0,Non fictie - Engelstalig ,,,https://libris.nl/9783836588614,https://images.mind-books.nl/libris/book/cover/9783836588614
9783836599801,Astrology. The Library of Esoterica,Andrea Richards,12.5,2468197,Paperback,Taschen GmbH,22/06/2021,ENG,26,Non fictie - Engelstalig ,,,https://libris.nl/9783836599801,https://images.mind-books.nl/libris/book/cover/9783836599801
9783899559941,Do You Read Me?,Marianne Julia Strauss ; gestalten,12.5,2468263,Paperback,gestalten,22/06/2012,ENG,0,Fictie - Engelstalig ,,,https://libris.nl/9783899559941,https://images.mind-books.nl/libris/book/cover/9783899559941
9783961712861,Colours and Faces of India,"KRASNOSTEIN,  David",9.95,2468490,Paperback,teNeues,04/03/2006,ENG,0,Fictie - Engelstalig ,,,https://libris.nl/9783961712861,https://images.mind-books.nl/libris/book/cover/9783961712861
9783961715718,Escape,Guerel Sahin,9.95,2468478,Paperback,teNeues,06/02/2019,ENG,2,Fictie - Engelstalig ,,,https://libris.nl/9783961715718,https://images.mind-books.nl/libris/book/cover/9783961715718
9783967040012,Brick by Brick,gestalten,9.95,2468917,Paperback,gestalten,16/08/2025,ENG,2,Fictie - Engelstalig ,,,https://libris.nl/9783967040012,https://images.mind-books.nl/libris/book/cover/9783967040012
9784805315231,Japan Style,Geeta Mehta ; Kimie Tada,10,2468734,Paperback,Tuttle Publishing,06/02/2024,ENG,0,Non Fictie - Engelstalig ,,,https://libris.nl/9784805315231,https://images.mind-books.nl/libris/book/cover/9784805315231
9788491291893,Toda la verdad de mis mentiras/ The Whole Truth about My Lies,"BENAVENT,  Elizabet",9.95,2468290,Paperback,Suma,06/02/2015,SPA,0,Anderstalig ,,,https://libris.nl/9788491291893,https://images.mind-books.nl/libris/book/cover/9788491291893
9788857246826,The Ladies of Art,Annamaria Bava ; Gioia Mori ; Alain TapiÃƒÂ¨,25,2468849,Paperback,Skira,08/04/2025,ENG,0,Non Fictie - Engelstalig ,,,https://libris.nl/9788857246826,https://images.mind-books.nl/libris/book/cover/9788857246826
9788862931014,Moleskine Cahier Pocket Ruled Red Cover L. 3er Pack,Moleskine,9.95,2468227,Paperback,Moleskine Germany GmbH,16/08/1999,ENG,0,Schrijwaren afdeling,,,https://libris.nl/9788862931014,https://images.mind-books.nl/libris/book/cover/9788862931014
9789000302253,Prisma Woordenboek Portugees-Nederlands,Miraldina Baltazar ; Willem Bossier ; GabriÃƒÂ«l van Damme,9.95,2468271,Gebonden,Prisma,16/08/2023,NL,0,Woordenboeken,,,https://libris.nl/9789000302253,https://images.mind-books.nl/libris/book/cover/9789000302253
9789000342990,Chatroom,Helen Vreeswijk,22.5,2468616,e-book,Van Goor,10/09/2024,NL,0,Online kopen,,,https://libris.nl/9789000342990,https://images.mind-books.nl/libris/book/cover/9789000342990
9789000352432,De wilde rit,Adam Lashinsky,7.5,2468206,Paperback,Spectrum,22/06/2010,NL,0,Fictie,,,https://libris.nl/9789000352432,https://images.mind-books.nl/libris/book/cover/9789000352432
9789000355037,De kunst van goed leven,Rolf Dobelli,22.5,2468336,midprice,Spectrum,01/01/2014,NL,0,Non-fictie,,,https://libris.nl/9789000355037,https://images.mind-books.nl/libris/book/cover/9789000355037
9789000356522,Prisma woordenboek Nederlands-Italiaans,G. Visser-Boezaardt,10,2469004,Gebonden,Prisma,15/05/2021,NL,4,Woordenboeken,,,https://libris.nl/9789000356522,https://images.mind-books.nl/libris/book/cover/9789000356522
9789000360284,De rattenlijn,Philippe Sands,9.95,,Gebonden,Spectrum,23/06/2025,NL,5,Non-fictie,,,https://libris.nl/9789000360284,https://images.mind-books.nl/libris/book/cover/9789000360284
9789000361120,Topfit,Henry Schut,9.95,2468147,Paperback,Spectrum,01/01/2012,NL,0,Gezondheid,,,https://libris.nl/9789000361120,https://images.mind-books.nl/libris/book/cover/9789000361120
9789000364534,Het aanzien van 2018,Han van Bree,9.99,2468350,Paperback,Spectrum,01/01/2020,NL,0,Non-fictie,,,https://libris.nl/9789000364534,https://images.mind-books.nl/libris/book/cover/9789000364534
9789000368655,Devon en Cornwall,Capitool,9.95,2468614,Gebonden,Unieboek|Het Spectrum,10/09/2022,NL,0,Reisboeken,,,https://libris.nl/9789000368655,https://images.mind-books.nl/libris/book/cover/9789000368655
9789000371570,Pinkeltje op Texel,Studio Dick Laan,22.5,2469118,Paperback,Van Holkema & Warendorf,10/09/2020,NL,0,Kinderboeken,,,https://libris.nl/9789000371570,https://images.mind-books.nl/libris/book/cover/9789000371570
9789000372478,"Oma, vertel eens",Elma van Vliet,9.95,2468640,Paperback,Spectrum,22/06/2018,NL,0,Non-fictie,,,https://libris.nl/9789000372478,https://images.mind-books.nl/libris/book/cover/9789000372478
9789000373284,Stalin,Simon Montefiore,9.99,2468240,Paperback,Spectrum,16/08/2012,NL,0,Non-fictie,,,https://libris.nl/9789000373284,https://images.mind-books.nl/libris/book/cover/9789000373284
9789000373291,Jeruzalem,Simon Sebag Montefiore,9.95,2468636,Gebonden,Spectrum,15/05/2021,NL,0,Non-fictie,,,https://libris.nl/9789000373291,https://images.mind-books.nl/libris/book/cover/9789000373291
9789000373352,High protein,Hannah Vreugdenhil,9.95,2468345,Paperback,Spectrum,01/01/2015,NL,2,Non-fictie,,,https://libris.nl/9789000373352,https://images.mind-books.nl/libris/book/cover/9789000373352
